epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,203.254,1.55624,0.92354,0.79812,0.75417,0.47373,0.52407,0.31229,1.36961,0.79927,0.80802,0.00082925,0.00082925,0.00082925
19,213.511,1.61345,0.93838,0.79519,0.83412,0.47215,0.52514,0.32462,1.36112,0.7724,0.80754,0.0008045,0.0008045,0.0008045
20,223.706,1.57863,0.89677,0.79347,0.83928,0.50678,0.55892,0.34223,1.41829,0.7705,0.81055,0.00077975,0.00077975,0.00077975
21,234.397,1.58091,0.88155,0.79652,0.82284,0.51346,0.57311,0.33914,1.40685,0.7725,0.80912,0.000755,0.000755,0.000755
22,244.855,1.59979,0.84664,0.79084,0.81815,0.51951,0.58697,0.34559,1.35385,0.72842,0.80593,0.00073025,0.00073025,0.00073025
23,255.422,1.58008,0.83424,0.79103,0.76454,0.52229,0.56537,0.32802,1.35974,0.74665,0.80508,0.0007055,0.0007055,0.0007055
24,266.092,1.64691,0.83877,0.78776,0.78294,0.54857,0.60281,0.34567,1.35824,0.73011,0.80468,0.00068075,0.00068075,0.00068075
25,276.049,1.60259,0.81504,0.79133,0.79835,0.57193,0.61521,0.36388,1.33217,0.69801,0.80573,0.000656,0.000656,0.000656
26,286.278,1.59426,0.79618,0.79285,0.77346,0.55046,0.59223,0.32729,1.42566,0.72727,0.8061,0.00063125,0.00063125,0.00063125
27,296.671,1.62328,0.79662,0.78928,0.78996,0.56875,0.60548,0.35593,1.35948,0.68389,0.80677,0.0006065,0.0006065,0.0006065
28,307.028,1.58647,0.7718,0.78993,0.80165,0.57021,0.63632,0.37309,1.31688,0.66583,0.80332,0.00058175,0.00058175,0.00058175
29,317.629,1.57195,0.76121,0.78511,0.63038,0.60684,0.63473,0.37804,1.30809,0.6595,0.80271,0.000557,0.000557,0.000557
30,328.139,1.53914,0.74824,0.78633,0.734,0.58012,0.60565,0.3693,1.33884,0.6513,0.80577,0.00053225,0.00053225,0.00053225
31,338.341,1.57055,0.74101,0.78492,0.81123,0.54896,0.61867,0.36212,1.31431,0.63837,0.80136,0.0005075,0.0005075,0.0005075
32,348.551,1.52768,0.72507,0.78652,0.73036,0.61251,0.63833,0.38095,1.30818,0.63006,0.80294,0.00048275,0.00048275,0.00048275
33,358.85,1.52152,0.72237,0.78373,0.84471,0.53987,0.64155,0.37881,1.33609,0.63166,0.80298,0.000458,0.000458,0.000458
34,369.111,1.54878,0.72831,0.7823,0.72549,0.60551,0.63991,0.38579,1.30267,0.60765,0.80072,0.00043325,0.00043325,0.00043325
35,379.725,1.53918,0.70075,0.7818,0.75387,0.60527,0.64319,0.38801,1.29827,0.61746,0.79996,0.0004085,0.0004085,0.0004085
36,390.239,1.49807,0.69202,0.78265,0.79024,0.61755,0.65521,0.38712,1.31997,0.61,0.80151,0.00038375,0.00038375,0.00038375
37,400.447,1.57575,0.70556,0.77896,0.78133,0.64151,0.65641,0.3901,1.31729,0.59955,0.80023,0.000359,0.000359,0.000359
38,410.722,1.51596,0.69723,0.78298,0.77532,0.61385,0.66428,0.39192,1.31286,0.60142,0.80037,0.00033425,0.00033425,0.00033425
39,420.933,1.50592,0.68778,0.77908,0.74334,0.65192,0.65989,0.39425,1.2858,0.59087,0.79856,0.0003095,0.0003095,0.0003095
40,431.114,1.48656,0.67647,0.78259,0.7512,0.6375,0.66288,0.39055,1.2954,0.58742,0.79896,0.00028475,0.00028475,0.00028475
41,441.336,1.50496,0.67648,0.77563,0.76348,0.63023,0.66961,0.393,1.27953,0.58982,0.79808,0.00026,0.00026,0.00026
42,451.804,1.4748,0.66255,0.78261,0.75444,0.64145,0.66597,0.39923,1.27174,0.5837,0.79842,0.00023525,0.00023525,0.00023525
43,462.29,1.49591,0.6725,0.7805,0.77496,0.62825,0.67182,0.39968,1.29542,0.58874,0.79938,0.0002105,0.0002105,0.0002105
44,472.962,1.50458,0.67667,0.78092,0.80695,0.62627,0.67756,0.40081,1.282,0.58448,0.79875,0.00018575,0.00018575,0.00018575
45,483.559,1.45037,0.65554,0.78289,0.78315,0.63917,0.6779,0.40336,1.27381,0.58484,0.7979,0.000161,0.000161,0.000161
46,498.234,1.3594,0.67099,0.78225,0.73137,0.59546,0.64402,0.38166,1.30003,0.62298,0.8005,0.00013625,0.00013625,0.00013625
47,508.909,1.35495,0.65239,0.78735,0.67007,0.6097,0.64685,0.3908,1.28398,0.61942,0.7994,0.0001115,0.0001115,0.0001115
48,519.438,1.32748,0.63788,0.78505,0.72522,0.61763,0.65727,0.3953,1.27996,0.6061,0.79885,8.675e-05,8.675e-05,8.675e-05
49,530.027,1.34475,0.63897,0.78268,0.73487,0.60679,0.66036,0.39472,1.28559,0.60475,0.79865,6.2e-05,6.2e-05,6.2e-05
50,540.675,1.34593,0.63777,0.78454,0.78124,0.60494,0.66422,0.39696,1.27479,0.60152,0.79812,3.725e-05,3.725e-05,3.725e-05
